time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
0.288606,-2.313364,6.005786,-12.948598,1.011090,-3.515060,2.570902,-18.211400,6.747717,13.460613,-42.709501,-14.219109,39.815780,0.000000,-0.838604,3.684542,21.018287,1.571692,-5.855152,-24.016594,0.000000,5.105176,-13.752000,6.190188
0.298558,2.075706,2.244491,-0.624705,1.042194,-2.491635,1.332218,-20.242063,2.604980,2.040850,-26.690587,6.234777,87.967726,0.000000,-1.941928,-5.282465,27.657602,7.404084,-12.695569,-23.093446,0.000000,-0.928135,-4.584068,-6.692640
0.308510,2.502560,-5.037012,0.276709,0.672962,-2.130354,1.657939,-14.759526,17.454865,33.882402,-12.657449,-23.458842,13.886852,0.000000,-0.838169,-16.353363,16.977885,9.289319,0.841578,-7.903723,0.000000,-2.215354,3.416255,0.776869
0.318462,7.112466,-8.846334,2.552867,1.178114,-1.309980,1.684094,-23.745980,19.792165,31.501294,-5.715832,-20.338708,-9.869914,0.000000,-3.781884,-19.919687,9.340557,13.227770,-6.043313,-12.442306,0.000000,-6.118585,7.176922,3.850340
0.328413,1.990421,-3.106236,1.018139,0.897551,-1.294110,1.395538,-10.821521,10.204943,40.090993,22.801426,-22.361877,-65.549114,0.000000,7.203008,-13.212947,-8.116392,22.530326,-2.838350,5.155529,0.000000,-0.814263,1.101605,0.128558
0.338365,-0.863210,-0.702937,-0.434954,0.074026,-0.847874,0.800669,0.278044,5.963796,67.236779,53.226541,-46.320579,-158.543660,0.000000,26.595874,-10.836443,-41.150603,84.500453,14.768771,33.401816,0.000000,-0.731046,0.970186,1.504669
0.348317,12.896997,-11.093665,-3.309774,0.396432,0.887065,0.954685,1.169931,-1.798437,-11.821803,117.161903,-15.314440,-73.887908,0.000000,7.877036,-19.071572,-28.949555,42.441459,7.789343,13.871200,0.000000,-16.574558,12.877887,8.378636
0.358269,10.993628,-10.125981,4.635739,1.067653,1.057828,0.721027,-6.052303,0.503277,9.725392,121.612522,-22.497315,-102.026465,0.000000,4.717794,-20.285298,3.764038,0.000000,0.140850,-4.356461,0.000000,-11.521949,12.337083,-2.328437
0.368221,2.977072,-3.810817,9.474641,1.394151,0.675982,0.014452,1.042660,-9.348498,21.269506,132.156479,-32.399194,-154.451132,0.000000,15.854836,-15.417460,18.679831,0.000000,-4.035662,-19.671787,0.000000,-1.341391,7.359198,-5.908391
0.378173,8.833043,-8.630102,9.185252,2.661171,1.540260,0.129496,-32.760583,9.233444,123.630900,76.853737,-74.271060,-305.458404,0.000000,12.339130,-22.685470,12.073632,49.297132,-1.159031,-11.111703,0.000000,-4.688824,14.578689,-11.736138
0.388125,-26.826021,21.199040,-27.889160,0.535452,-2.053144,1.889606,101.892486,-55.563387,-158.821117,252.855837,77.580180,69.226151,0.000000,62.667041,24.313734,-62.456070,97.054001,11.835696,33.972018,0.000000,28.880613,-30.917565,16.368349
0.398077,0.345294,-0.732668,-16.705797,2.090504,1.375224,1.809696,53.401326,-28.971907,-237.254674,221.391957,94.510463,167.349774,0.000000,20.046675,-3.880272,-56.789645,42.916307,-11.834653,45.835696,0.000000,1.828623,-4.044652,11.115893
0.408029,-0.746639,-18.145216,-11.208412,3.369613,1.922940,1.296265,-17.360266,13.203454,-86.063986,86.317527,6.852373,52.368693,0.000000,15.546582,-22.944778,-43.977717,31.050684,-18.136145,42.052048,0.000000,7.616008,18.538887,11.255054
